id,carat,cut,color,clarity,depth,table,x,y,z,price
8882,1.0,Very Good,D,SI2,63.4,58.0,6.33,6.3,4.01,8.103
8883,1.66,Good,J,VS2,64.4,54.0,7.45,7.54,4.83,9.047
8884,0.52,Good,E,SI2,60.5,62.0,5.15,5.2,3.13,7.089
8885,1.53,Ideal,H,SI2,62.4,58.0,7.32,7.38,4.59,8.991
8886,0.4,Good,E,SI1,63.7,57.0,4.66,4.69,2.98,6.532
8887,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,7.219
8888,1.21,Very Good,H,VS2,62.9,55.0,6.75,6.8,4.26,8.913
8889,1.24,Ideal,H,VVS2,62.0,56.0,6.92,6.86,4.27,8.996
8890,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,6.998
8891,0.7,Ideal,G,SI1,61.9,58.0,5.69,5.72,3.53,7.745
8892,0.9,Very Good,G,SI1,63.2,62.0,6.19,6.09,3.88,8.164
8893,1.02,Very Good,E,SI1,59.2,56.0,6.57,6.63,3.91,8.622
8894,1.21,Very Good,G,VS2,62.3,58.0,6.76,6.8,4.22,8.932
8895,1.05,Ideal,I,SI1,60.4,57.0,6.6,6.58,3.98,8.249
8896,0.31,Ideal,G,VS2,62.1,54.0,4.34,4.36,2.7,6.236
8897,2.07,Premium,I,SI1,59.4,61.0,8.35,8.31,4.95,9.642
8898,0.4,Ideal,I,IF,62.2,56.0,4.75,4.71,2.94,6.957
8899,1.01,Premium,D,SI2,61.7,59.0,6.41,6.37,3.94,8.312
8900,0.38,Premium,I,VS1,59.9,60.0,4.66,4.72,2.81,6.551
8901,1.51,Premium,G,SI1,59.6,60.0,7.47,7.43,4.44,9.317
8902,2.0,Premium,G,SI2,60.4,61.0,8.21,8.12,4.93,9.749
8903,0.7,Very Good,E,VS2,61.8,59.0,5.63,5.67,3.49,7.99
8904,1.06,Premium,H,SI2,62.6,58.0,6.52,6.46,4.06,8.302
8905,0.51,Very Good,E,VS2,63.6,59.0,4.99,5.07,3.2,7.363
8906,1.21,Premium,G,SI2,59.1,55.0,7.04,6.98,4.14,8.553
8907,1.17,Premium,H,SI1,58.5,62.0,6.95,6.9,4.05,8.671
8908,1.73,Good,E,I1,63.6,59.0,7.6,7.56,4.82,9.032
8909,0.32,Ideal,I,VS1,62.4,54.0,4.36,4.39,2.73,6.225
8910,1.44,Premium,I,I1,62.7,55.0,7.21,7.18,4.51,8.386
8911,1.0,Very Good,H,SI1,61.5,59.0,6.35,6.4,3.92,8.524
8912,0.74,Premium,G,VVS1,61.2,59.0,5.84,5.79,3.56,8.054
8913,0.35,Ideal,D,SI1,61.6,55.0,4.53,4.56,2.8,6.468
8914,2.05,Ideal,H,VS2,61.6,57.0,8.2,8.14,5.03,9.834
8915,0.94,Very Good,F,SI2,62.6,57.0,6.25,6.27,3.92,8.278
8916,1.12,Ideal,H,SI2,62.4,54.0,6.65,6.68,4.16,8.552
8917,0.83,Ideal,G,SI1,62.1,57.0,6.03,5.95,3.72,8.021
8918,1.37,Ideal,J,SI1,62.1,55.0,7.13,7.16,4.44,8.754
8919,0.42,Very Good,G,SI1,61.6,61.0,4.79,4.82,2.96,6.532
8920,0.7,Good,E,SI2,63.1,56.0,5.63,5.66,3.56,7.677
8921,0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,6.706
8922,1.02,Ideal,I,I1,61.7,56.0,6.49,6.44,3.99,7.981
8923,0.64,Very Good,D,VS2,62.2,58.0,5.49,5.54,3.43,7.739
8924,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,6.611
8925,0.36,Ideal,H,SI1,61.5,57.0,4.6,4.57,2.82,6.474
8926,0.7,Fair,H,VS2,57.0,58.0,5.87,5.89,3.35,7.591
8927,1.52,Ideal,G,VVS1,61.4,57.0,7.4,7.38,4.54,9.711
8928,0.91,Very Good,E,SI2,63.4,58.0,6.15,6.09,3.88,8.125
8929,1.13,Ideal,G,VVS1,61.2,57.0,6.72,6.65,4.09,9.128
8930,0.3,Ideal,E,VS2,62.4,56.0,4.28,4.25,2.66,6.738
8931,0.34,Ideal,E,VS2,62.1,54.0,4.5,4.52,2.8,6.613
8932,1.34,Very Good,J,VS1,63.0,57.0,6.9,7.01,4.38,8.738
8933,1.52,Premium,E,SI2,61.0,59.0,7.39,7.33,4.49,9.232
8934,0.23,Very Good,E,VVS2,61.1,58.0,3.95,4.01,2.43,6.142
8935,0.71,Premium,I,VS1,61.9,58.0,5.76,5.71,3.55,7.652
8936,0.37,Ideal,G,VS2,62.2,57.0,4.64,4.59,2.87,6.725
8937,1.5,Good,G,VS2,63.7,57.0,7.29,7.25,4.63,9.275
8938,1.02,Fair,H,SI1,64.6,55.0,6.33,6.28,4.07,8.287
8939,0.82,Ideal,I,VS1,61.6,56.0,6.05,6.01,3.72,8.03
8940,0.5,Very Good,D,SI1,58.8,60.0,5.17,5.23,3.06,7.27
8941,2.03,Ideal,E,SI2,62.3,56.0,8.11,8.09,5.05,9.569
8942,0.92,Very Good,E,SI1,60.7,59.0,6.25,6.28,3.8,8.35
8943,0.5,Ideal,G,SI2,62.1,55.0,5.09,5.12,3.17,6.985
8944,0.38,Ideal,E,VVS2,61.9,57.0,4.63,4.65,2.87,7.003
8945,0.5,Ideal,F,VVS1,62.6,53.1,5.08,5.11,3.19,7.671
8946,0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.82,2.94,7.188
8947,0.3,Very Good,H,VS1,63.3,56.0,4.3,4.26,2.71,6.515
8948,0.88,Ideal,I,SI1,62.4,55.0,6.12,6.16,3.83,8.091
8949,1.09,Ideal,H,VS1,61.3,54.0,6.66,6.68,4.09,8.801
8950,1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,8.591
8951,1.12,Very Good,E,SI1,61.3,63.0,6.68,6.73,4.11,8.716
8952,0.91,Ideal,H,VS2,63.0,56.0,6.15,6.05,3.84,8.228
8953,0.31,Ideal,E,VS1,61.9,56.0,4.32,4.34,2.68,6.599
8954,0.73,Ideal,E,SI2,60.9,57.0,5.83,5.8,3.54,7.856
8955,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,7.768
8956,0.7,Very Good,G,VVS1,62.4,59.0,5.63,5.66,3.52,8.073
8957,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,6.947
8958,0.35,Premium,D,SI1,61.0,60.0,4.58,4.54,2.78,6.718
8959,0.71,Very Good,E,VVS1,57.9,61.0,5.88,5.96,3.43,8.271
8960,1.5,Very Good,J,SI1,62.5,58.0,7.24,7.29,4.54,8.852
8961,0.3,Ideal,F,VS2,60.5,56.0,4.37,4.33,2.63,6.719
8962,0.36,Premium,F,SI1,61.1,59.0,4.58,4.62,2.81,6.397
8963,1.5,Good,G,VS1,63.8,58.0,7.21,7.12,4.57,9.527
8964,0.7,Good,F,VS1,64.0,57.0,5.62,5.54,3.57,7.775
8965,0.72,Very Good,F,SI1,62.2,59.0,5.72,5.76,3.57,7.785
8966,1.0,Good,E,SI2,64.0,54.0,6.31,6.26,4.01,8.301
8967,1.11,Very Good,H,SI2,59.8,60.0,6.66,6.75,4.01,8.402
8968,0.3,Very Good,H,VS2,62.5,58.0,4.26,4.28,2.67,6.159
8969,1.0,Premium,H,SI1,62.8,58.0,6.38,6.36,4.0,8.48
8970,0.31,Ideal,E,SI1,60.1,57.0,4.36,4.39,2.63,6.399
8971,0.9,Premium,I,VS1,61.2,61.0,6.2,6.15,3.78,8.156
8972,0.31,Premium,F,IF,61.5,58.0,4.33,4.35,2.67,6.887
8973,0.25,Very Good,E,VVS2,60.9,59.0,4.03,4.11,2.48,6.354
8974,1.0,Fair,E,SI1,66.5,55.0,6.21,6.19,4.12,8.215
8975,1.83,Premium,J,SI1,60.4,58.0,7.96,7.94,4.8,9.279
8976,0.84,Ideal,J,VS1,62.0,55.0,6.07,6.06,3.76,7.806
8977,0.4,Premium,H,VVS2,60.6,60.0,4.79,4.75,2.89,7.026
8978,0.51,Ideal,F,VVS2,62.4,57.0,5.12,5.08,3.18,7.698
8979,0.9,Ideal,F,SI2,61.5,56.0,6.24,6.18,3.82,8.342
8980,1.02,Ideal,G,VVS2,62.7,57.0,6.41,6.45,4.03,9.036
8981,0.53,Ideal,G,SI1,62.4,55.0,5.21,5.18,3.24,7.192
8982,0.52,Ideal,G,VVS2,61.8,57.0,5.19,5.14,3.19,7.607
8983,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,6.962
8984,1.21,Premium,J,SI1,59.9,60.0,6.89,6.86,4.12,8.47
8985,0.38,Ideal,E,VS1,62.7,55.0,4.65,4.6,2.9,6.974
8986,1.04,Ideal,I,SI1,63.0,56.0,6.49,6.39,4.06,8.327
8987,0.31,Ideal,G,IF,62.6,57.0,4.3,4.32,2.7,6.829
8988,0.32,Ideal,G,IF,61.7,54.0,4.39,4.42,2.72,6.822
8989,0.51,Ideal,G,SI2,60.6,57.0,5.17,5.2,3.14,6.88
8990,0.39,Premium,I,SI2,61.0,58.0,4.75,4.7,2.88,6.528
8991,0.7,Very Good,G,VS2,58.2,59.0,5.87,5.95,3.44,7.829
8992,0.31,Premium,D,SI1,60.6,59.0,4.39,4.35,2.65,6.528
8993,0.91,Very Good,E,SI2,58.6,63.0,6.38,6.32,3.72,7.994
8994,1.21,Ideal,F,VS2,61.2,57.0,6.87,6.82,4.19,9.042
8995,0.92,Very Good,D,SI1,62.9,56.0,6.18,6.22,3.9,8.45
8996,1.0,Good,D,SI2,64.0,59.0,6.24,6.29,4.01,8.18
8997,0.3,Ideal,H,SI1,61.3,58.0,4.3,4.34,2.65,6.109
8998,1.04,Ideal,G,VS2,61.4,57.0,6.53,6.5,4.0,8.747
8999,1.01,Premium,G,SI1,62.3,60.0,6.31,6.25,3.91,8.388
9000,0.52,Very Good,G,VS2,63.7,56.0,5.08,5.13,3.25,7.277
9001,0.71,Very Good,G,SI1,63.4,56.0,5.64,5.68,3.59,7.768
9002,0.9,Very Good,H,SI2,62.8,57.0,6.15,6.2,3.88,8.058
9003,0.5,Ideal,I,SI1,61.5,54.0,5.13,5.15,3.16,6.916
9004,0.88,Very Good,I,SI1,62.5,56.0,6.06,6.19,3.83,7.901
9005,0.34,Ideal,H,VS2,60.5,56.0,4.54,4.58,2.76,6.286
9006,0.34,Ideal,E,SI2,62.4,57.0,4.5,4.47,2.8,6.417
9007,0.76,Very Good,I,VS1,59.8,61.0,5.92,5.96,3.55,7.836
9008,0.26,Good,E,VVS1,57.9,60.0,4.22,4.25,2.45,6.317
9009,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,6.075
9010,0.39,Ideal,F,VS1,62.3,57.0,4.69,4.65,2.91,6.931
9011,0.55,Ideal,G,SI1,60.8,56.0,5.3,5.36,3.24,7.265
9012,0.54,Ideal,F,VS2,63.0,57.0,5.22,5.18,3.28,7.516
9013,0.3,Ideal,F,VVS2,61.6,55.0,4.3,4.33,2.66,6.621
9014,0.31,Ideal,H,VS2,61.0,57.0,4.38,4.41,2.68,6.229
9015,1.5,Good,H,VS2,63.9,60.0,7.17,7.22,4.6,9.277
9016,2.0,Good,J,VS2,61.4,63.0,8.01,8.08,4.94,9.514
9017,0.3,Premium,E,SI1,61.8,60.0,4.28,4.23,2.63,6.515
9018,1.5,Very Good,J,VVS2,62.2,57.0,7.25,7.31,4.53,9.138
9019,0.53,Very Good,J,VS2,63.3,56.0,5.18,5.12,3.26,7.023
9020,0.54,Premium,I,VVS2,60.9,59.0,5.28,5.26,3.21,7.573
9021,0.4,Very Good,D,SI2,63.4,59.0,4.7,4.67,2.97,6.682
9022,1.01,Premium,G,VS2,61.8,59.0,6.45,6.4,3.97,8.69
9023,1.5,Fair,G,SI1,65.5,58.0,7.16,7.12,4.68,9.063
9024,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,7.681
9025,1.71,Very Good,I,VS2,63.4,59.0,7.53,7.45,4.75,9.34
9026,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,9.306
9027,1.2,Very Good,I,SI1,63.1,61.0,6.65,6.58,4.18,8.367
9028,0.7,Very Good,G,SI1,63.0,59.0,5.64,5.67,3.56,7.73
9029,0.4,Premium,D,SI1,61.7,58.0,4.7,4.74,2.91,6.649
9030,0.74,Ideal,F,VVS2,61.5,54.0,5.84,5.86,3.6,8.039
9031,0.77,Premium,I,VS1,62.6,55.0,5.9,5.85,3.68,7.834
9032,0.36,Very Good,G,VVS2,59.5,56.0,4.68,4.73,2.8,6.755
9033,1.01,Very Good,J,SI2,62.7,55.0,6.42,6.44,4.03,8.241
9034,0.33,Ideal,G,VVS2,62.6,53.0,4.43,4.45,2.78,6.554
9035,0.36,Ideal,E,VS2,61.3,56.0,4.59,4.61,2.82,6.576
9036,1.21,Very Good,H,VS2,62.9,57.0,6.75,6.8,4.26,8.731
9037,0.36,Very Good,F,VS2,63.1,56.0,4.5,4.53,2.85,6.452
9038,1.01,Good,G,VS2,63.8,57.0,6.27,6.34,4.02,8.571
9039,0.32,Ideal,G,VS1,62.0,56.0,4.41,4.37,2.72,6.719
9040,0.35,Premium,F,SI1,60.2,58.0,4.6,4.54,2.75,6.617
9041,1.01,Very Good,E,VS2,63.0,60.0,6.32,6.35,3.99,8.736
9042,0.26,Ideal,H,VS1,62.1,55.0,4.07,4.11,2.54,6.178
9043,0.75,Very Good,F,SI1,63.1,58.0,5.7,5.74,3.61,7.761
9044,1.2,Very Good,D,SI2,62.9,59.0,6.7,6.75,4.23,8.795
9045,0.47,Ideal,G,SI2,62.4,55.0,4.96,5.01,3.11,6.664
9046,0.54,Ideal,D,VS2,61.8,57.0,5.22,5.26,3.24,7.545
9047,1.17,Ideal,D,SI2,62.5,56.0,6.77,6.7,4.21,8.596
9048,1.0,Premium,E,VS1,58.7,62.0,6.6,6.55,3.86,8.908
9049,2.1,Fair,G,SI2,65.2,56.0,7.97,7.93,5.19,9.473
9050,0.56,Premium,D,VS2,61.1,58.0,5.34,5.3,3.25,7.633
9051,1.5,Very Good,G,SI2,63.1,57.0,7.29,7.25,4.59,9.147
9052,0.36,Ideal,G,VS1,61.4,56.0,4.55,4.6,2.81,6.855
9053,2.08,Ideal,I,SI2,62.0,56.0,8.21,8.1,5.06,9.383
9054,1.0,Very Good,E,VS1,59.4,56.0,6.53,6.56,3.89,8.905
9055,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,8.448
9056,1.3,Ideal,G,VS2,61.9,55.0,7.04,7.01,4.35,9.13
9057,0.3,Ideal,H,VVS2,62.6,55.0,4.25,4.28,2.67,6.405
9058,0.9,Very Good,D,SI1,61.6,54.0,6.18,6.25,3.83,8.264
9059,0.7,Fair,D,SI2,71.6,55.0,5.47,5.28,3.85,7.436
9060,0.41,Premium,G,VS1,62.5,59.0,4.73,4.77,2.97,6.801
9061,0.5,Premium,F,SI1,61.2,59.0,5.13,5.1,3.13,6.969
9062,1.51,Good,G,VS1,63.1,60.0,7.24,7.3,4.59,9.524
9063,1.07,Very Good,I,VS2,62.5,56.0,6.5,6.53,4.07,8.491
9064,0.36,Ideal,H,VS2,62.1,55.0,4.57,4.58,2.84,6.342
9065,2.0,Ideal,J,VS2,62.3,55.0,8.03,8.06,5.01,9.493
9066,0.32,Good,D,SI2,64.1,54.0,4.37,4.34,2.79,6.347
9067,0.51,Premium,G,VVS2,60.9,61.0,5.17,5.11,3.13,7.618
9068,1.5,Very Good,F,VS1,61.9,58.0,7.34,7.4,4.56,9.649
9069,0.27,Very Good,E,VVS2,62.0,60.0,4.15,4.17,2.58,6.314
9070,0.54,Premium,J,VS2,62.6,58.0,5.22,5.16,3.25,7.041
9071,1.05,Premium,G,VS2,62.5,55.0,6.59,6.54,4.1,8.687
9072,0.42,Ideal,I,VVS2,61.2,57.0,4.83,4.87,2.97,7.169
9073,1.12,Ideal,G,SI2,62.2,55.0,6.68,6.64,4.14,8.508
9074,1.01,Premium,G,VS1,62.7,58.0,6.38,6.41,4.01,8.779
9075,0.41,Premium,D,SI1,60.5,60.0,4.81,4.77,2.9,6.923
9076,0.51,Very Good,F,VS1,60.0,59.0,5.18,5.22,3.12,7.427
9077,1.23,Premium,H,SI2,62.0,59.0,6.92,6.88,4.28,8.651
9078,1.34,Ideal,H,VS2,60.8,55.0,7.18,7.12,4.35,8.987
9079,1.11,Ideal,E,VS2,61.0,57.0,6.65,6.7,4.08,9.172
9080,1.01,Ideal,I,VS1,62.9,56.0,6.43,6.38,4.03,8.323
9081,0.41,Ideal,G,SI1,61.6,57.0,4.77,4.81,2.95,7.012
9082,1.0,Good,J,VS2,57.6,58.0,6.59,6.56,3.79,8.138
9083,0.47,Premium,E,SI1,59.3,56.0,5.07,5.05,3.02,6.991
9084,0.35,Ideal,D,SI2,62.2,56.0,4.55,4.52,2.82,6.506
9085,1.38,Very Good,J,VS2,62.7,56.0,7.06,7.11,4.44,8.779
9086,0.53,Ideal,E,SI1,61.4,56.0,5.2,5.26,3.21,7.355
9087,0.75,Good,E,SI1,63.4,57.0,5.75,5.77,3.65,7.891
9088,1.25,Ideal,J,VVS2,61.1,57.0,6.91,6.94,4.23,8.695
9089,0.6,Very Good,H,VS1,60.2,60.0,5.45,5.48,3.29,7.426
9090,1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,9.22
9091,1.5,Premium,G,SI1,62.9,55.0,7.28,7.24,4.57,9.206
9092,0.44,Ideal,E,VVS1,61.1,56.0,4.91,4.94,3.01,7.562
9093,1.0,Ideal,G,SI2,62.3,56.0,6.46,6.44,3.96,8.489
9094,1.31,Ideal,G,VVS2,60.9,56.0,7.17,7.07,4.32,9.353
9095,1.0,Ideal,E,SI2,60.7,55.0,6.39,6.33,3.86,8.313
9096,1.15,Ideal,J,SI1,61.8,57.0,6.73,6.67,4.14,8.377
9097,0.38,Ideal,E,IF,61.9,56.0,4.65,4.66,2.88,7.268
9098,0.9,Ideal,G,SI1,62.4,55.0,6.19,6.15,3.85,8.303
9099,0.54,Good,D,SI1,63.2,55.0,5.17,5.21,3.28,7.347
9100,2.23,Premium,H,SI2,59.4,59.0,8.6,8.54,5.09,9.467
9101,1.19,Ideal,F,VVS2,61.7,56.0,6.82,6.85,4.22,9.253
9102,1.71,Ideal,F,VS2,61.9,57.0,7.73,7.62,4.75,9.704
9103,0.35,Ideal,F,IF,60.9,55.0,4.58,4.61,2.8,7.179
9104,0.73,Ideal,G,VS1,61.5,56.0,5.8,5.77,3.56,8.093
9105,1.5,Premium,E,SI2,60.7,55.0,7.44,7.39,4.5,9.218
9106,1.51,Premium,E,SI1,58.6,62.0,7.58,7.53,4.43,9.446
9107,0.3,Good,H,VVS1,63.3,55.0,4.29,4.34,2.73,6.528
9108,1.04,Ideal,H,SI1,62.3,57.0,6.45,6.48,4.03,8.537
9109,0.33,Premium,I,VVS2,62.2,59.0,4.41,4.47,2.76,6.361
9110,0.39,Ideal,G,VVS2,62.1,56.0,4.67,4.7,2.91,6.787
9111,0.34,Very Good,J,VS1,61.7,58.0,4.41,4.47,2.74,6.103
9112,1.02,Ideal,F,VVS2,60.9,56.0,6.54,6.49,3.97,9.197
9113,0.8,Ideal,G,VS1,61.1,57.0,5.97,6.0,3.65,8.387
9114,1.0,Premium,F,VVS2,61.9,61.0,6.45,6.32,3.95,8.882
9115,1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,9.2
9116,0.23,Very Good,E,VVS1,60.9,58.0,3.95,3.96,2.41,6.273
9117,0.42,Ideal,F,VS1,61.6,55.0,4.84,4.87,2.99,7.113
9118,0.55,Ideal,H,SI2,61.4,55.0,5.27,5.29,3.24,6.866
9119,0.93,Premium,I,VS2,62.7,61.0,6.24,6.14,3.88,8.312
9120,1.0,Good,G,VS1,63.7,60.0,6.38,6.31,4.04,8.477
9121,0.71,Premium,H,SI2,60.5,60.0,5.81,5.73,3.49,7.707
9122,0.35,Premium,E,VS2,60.7,60.0,4.55,4.58,2.77,6.642
9123,0.52,Ideal,D,VS2,61.7,56.0,5.16,5.18,3.19,7.508
9124,1.01,Ideal,E,VS1,62.7,55.0,6.45,6.4,4.03,8.944
9125,0.8,Very Good,H,VVS2,62.9,56.0,5.9,5.96,3.73,8.018
9126,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,9.707
9127,0.54,Very Good,F,VVS2,63.2,54.0,5.2,5.18,3.28,7.657
9128,0.51,Premium,D,SI1,62.0,59.0,5.15,5.11,3.18,7.379
9129,0.44,Good,G,IF,58.5,61.0,4.99,5.03,2.93,7.249
9130,0.4,Premium,E,SI1,61.3,59.0,4.74,4.69,2.89,6.851
9131,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,7.949
9132,0.31,Ideal,E,VS2,61.8,56.0,4.35,4.37,2.69,6.433
9133,1.24,Premium,J,SI2,62.2,58.0,6.94,6.82,4.28,8.448
9134,0.55,Ideal,G,VVS1,60.0,56.0,5.35,5.39,3.21,7.639
9135,0.8,Very Good,F,SI2,61.0,60.0,5.95,5.98,3.64,7.808
9136,0.41,Premium,G,VS2,61.4,59.0,4.79,4.75,2.93,6.967
9137,1.05,Premium,H,SI2,62.8,56.0,6.54,6.47,4.08,8.117
9138,0.5,Very Good,E,VVS2,59.1,61.0,5.19,5.23,3.08,7.653
9139,0.92,Good,F,SI2,63.7,64.0,6.13,6.08,3.89,8.239
9140,1.29,Ideal,J,VS1,62.0,57.0,6.92,6.98,4.31,8.644
9141,1.08,Very Good,F,SI2,63.1,59.0,6.51,6.46,4.09,8.186
9142,0.34,Good,F,SI2,63.9,56.0,4.43,4.4,2.82,6.284
9143,1.15,Premium,D,SI1,63.0,57.0,6.69,6.64,4.2,8.845
9144,0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,6.075
9145,1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,8.744
9146,1.51,Very Good,J,SI1,58.8,59.0,7.47,7.56,4.42,8.929
9147,0.54,Ideal,G,VVS2,61.9,55.0,5.2,5.3,3.25,7.564
9148,0.9,Premium,G,SI1,60.6,60.0,6.22,6.15,3.75,8.134
9149,0.55,Ideal,E,SI1,61.4,55.0,5.26,5.29,3.24,7.347
9150,1.14,Ideal,G,SI1,62.2,56.0,6.66,6.69,4.15,8.621
9151,0.93,Fair,G,SI2,66.1,58.1,6.0,6.04,3.98,8.062
9152,1.05,Ideal,J,VS1,60.6,56.0,6.59,6.55,3.98,8.168
9153,0.56,Ideal,G,VVS2,61.6,55.0,5.32,5.35,3.28,7.633
9154,0.43,Ideal,J,IF,62.4,56.0,4.87,4.84,3.03,6.859
9155,0.29,Fair,F,SI1,55.8,60.0,4.48,4.41,2.48,7.482
9156,1.24,Ideal,H,VS1,61.0,57.0,6.91,6.95,4.23,9.073
9157,0.38,Very Good,D,VS2,61.5,62.0,4.6,4.63,2.84,6.77
9158,0.7,Premium,I,VVS1,61.2,59.0,5.69,5.65,3.47,7.838
9159,2.02,Ideal,F,SI2,62.2,57.0,8.07,8.03,5.01,9.696
9160,1.13,Premium,H,SI1,62.0,58.0,6.67,6.63,4.12,8.527
9161,0.92,Very Good,H,VS1,59.7,63.0,6.34,6.29,3.77,8.46
9162,0.32,Ideal,E,VS2,61.6,55.0,4.42,4.41,2.72,6.802
9163,0.42,Ideal,D,VS2,62.7,55.0,4.79,4.81,3.01,6.844
9164,0.32,Ideal,G,VS1,62.3,54.0,4.37,4.39,2.73,6.469
9165,0.92,Good,G,SI1,60.6,60.0,6.29,6.32,3.82,8.316
9166,0.9,Premium,H,SI2,58.3,60.0,6.34,6.31,3.69,8.123
9167,0.3,Very Good,G,IF,63.0,53.0,4.24,4.3,2.69,6.797
9168,0.38,Ideal,J,VVS2,62.0,55.0,4.67,4.69,2.9,6.444
9169,0.34,Very Good,H,VVS2,63.0,55.0,4.44,4.48,2.81,6.531
9170,1.01,Ideal,H,SI1,61.9,58.0,6.42,6.48,3.99,8.469
9171,0.33,Ideal,D,VS1,60.9,57.0,4.5,4.47,2.73,6.864
9172,0.38,Premium,F,SI1,60.4,58.0,4.72,4.68,2.84,6.8
9173,1.51,Premium,I,SI1,61.7,60.0,7.27,7.31,4.5,9.124
9174,0.4,Premium,H,SI1,62.7,58.0,4.69,4.65,2.93,6.751
9175,0.3,Very Good,I,VS1,60.4,58.0,4.34,4.4,2.64,6.159
9176,0.75,Very Good,E,VS2,60.4,56.0,5.9,5.96,3.58,8.247
9177,1.03,Premium,I,VS1,61.6,58.0,6.5,6.42,3.98,8.176
9178,1.05,Ideal,G,SI2,62.7,57.0,6.45,6.51,4.06,8.542
9179,1.51,Very Good,F,SI1,63.2,57.0,7.34,7.23,4.6,9.15
9180,1.01,Ideal,G,VS1,62.4,56.0,6.39,6.44,4.0,8.806
9181,1.12,Ideal,G,VS1,62.3,57.0,6.59,6.64,4.12,8.842
9182,1.02,Ideal,G,VS2,61.7,56.0,6.44,6.52,4.0,8.802
9183,1.21,Premium,F,SI1,61.6,59.0,6.82,6.79,4.19,8.89
9184,0.34,Ideal,D,VS1,61.2,58.0,4.45,4.5,2.74,6.668
9185,0.51,Ideal,E,VVS1,62.3,53.7,5.1,5.12,3.19,7.834
9186,1.17,Ideal,G,VVS2,61.6,56.0,6.77,6.83,4.18,9.173
9187,2.01,Very Good,I,VS2,59.2,62.0,8.14,8.17,4.83,9.719
9188,0.73,Ideal,G,VS1,60.9,59.0,5.79,5.83,3.54,8.149
9189,0.34,Very Good,G,VVS2,61.4,59.0,4.47,4.52,2.76,6.653
9190,0.7,Premium,G,VS1,60.6,62.0,5.68,5.64,3.43,7.882
9191,1.04,Ideal,E,SI2,61.9,57.0,6.48,6.51,4.02,8.542
9192,0.3,Ideal,I,VS1,61.0,56.0,4.35,4.37,2.66,6.159
9193,1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,9.752
9194,2.09,Premium,H,SI2,62.1,58.0,8.17,8.22,5.09,9.741
9195,1.01,Fair,H,VS1,61.4,66.0,6.34,6.24,3.87,8.53
9196,0.32,Ideal,G,VVS2,62.1,57.0,4.42,4.4,2.74,6.842
9197,0.3,Good,D,SI1,63.4,56.0,4.26,4.29,2.71,6.314
9198,1.75,Ideal,G,SI2,61.6,54.8,7.73,7.78,4.78,9.357
9199,0.7,Ideal,D,VS1,62.9,57.0,5.67,5.61,3.55,8.08
9200,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,8.438
9201,0.42,Very Good,F,VS1,61.9,55.0,4.78,4.82,2.97,6.938
9202,0.7,Fair,F,I1,65.4,59.0,5.6,5.49,3.63,6.9
9203,0.44,Premium,E,SI1,62.9,58.0,4.88,4.85,3.06,6.947
9204,1.23,Very Good,H,VS2,60.2,63.0,6.95,6.91,4.17,8.879
9205,0.42,Ideal,E,SI1,62.3,57.0,4.76,4.8,2.98,6.65
9206,0.7,Good,E,VS2,60.1,62.0,5.77,5.74,3.46,7.866
9207,0.9,Premium,J,VS2,59.8,62.0,6.24,6.21,3.72,7.96
9208,0.31,Ideal,I,SI1,62.5,56.0,4.29,4.35,2.7,6.035
9209,0.9,Very Good,I,VS1,63.2,57.0,6.1,6.05,3.84,8.156
9210,0.9,Very Good,F,SI1,63.3,57.0,6.1,6.16,3.88,8.307
9211,2.11,Ideal,I,SI1,62.0,55.0,8.23,8.18,5.09,9.634
9212,0.35,Ideal,E,VS2,61.6,55.0,4.54,4.49,2.78,6.892
9213,0.42,Premium,D,VS1,60.8,59.0,4.79,4.85,2.93,7.072
9214,0.4,Ideal,F,VVS1,61.4,56.0,4.77,4.81,2.94,7.063
9215,0.72,Ideal,I,VS1,62.3,55.0,5.79,5.69,3.58,7.725
9216,0.51,Premium,F,VS2,61.1,58.0,5.19,5.16,3.16,7.698
